Symbol,Name,Market Cap,P/E,EPS,Net Income,Beta,Dividend,Div Yield,Extended Hr Last Price,Extended Hr Change ,%Chg (Ext),Time,Last Price,Change,%Chg,Opinion,20D Rel Str,20D His Vol,20D Avg Vol,52W Low,52W High,Wtd Alpha,YTD %Chg,1M %Chg,3M %Chg,52W %Chg,Sector,ISIN,Volume
UBER,Uber Technologies Inc,1.61E+11,87.12,0.86,1887000000,1.36,N/A,0.00%,76.2,-0.96,-1.24%,4/5/2024,77.16,2.24,2.99%,72% Buy,53.41%,23.39%,14767020,29.22,82.14,137.88,25.32%,-2.44%,34.00%,147.94%,Technology Services,US9022521051,210.306?K
UDR,United Dominion Realty Trust,12019968000,14.73,1.36,444350000,0.8,1.68,4.60%,36.51,0,0.00%,4/5/2024,36.51,0.12,0.33%,24% Buy,48.95%,19.37%,2292175,30.95,44.02,-8.45,-4.65%,-1.75%,-3.46%,-9.99%,Transportation,US9100471096,7.514?M
UHS,Universal Health Services,11658138000,16.34,10.55,717800000,1.24,0.8,0.46%,173.08,-0.35,-0.20%,4/5/2024,173.43,1.09,0.63%,80% Buy,52.60%,24.73%,625600,119.9,183.61,33.52,13.77%,-1.18%,12.84%,34.76%,Transportation,US90353T1007,21.572?M
ULTA,Ulta Beauty Inc,21467638000,17.22,26.05,1291010000,1.3,N/A,0.00%,444.6,-0.15,-0.03%,4/5/2024,444.75,-3.89,-0.87%,8% Sell,30.68%,63.29%,1221610,368.02,574.76,-14.98,-9.23%,-19.06%,-5.60%,-16.73%,Finance,US9026531049,1.53?M
UNH,Unitedhealth Group Inc,4.20E+11,18.13,25.12,22381000000,0.54,7.52,1.65%,454,-1.74,-0.38%,4/5/2024,455.74,0.36,0.08%,88% Sell,31.06%,26.94%,4206355,445.68,554.7,-14.43,-13.43%,-3.68%,-15.19%,-10.50%,Health Services,US9139031002,388.934?K
UNP,Union Pacific Corp,1.48E+11,23.01,10.46,6379000000,1.07,5.2,2.15%,242.01,0,0.00%,4/5/2024,242.01,1.32,0.55%,40% Buy,44.99%,13.72%,2292085,190.37,258.66,20.95,-1.47%,-4.61%,0.88%,24.61%,Retail Trade,US90384S3031,1.286?M
UPS,United Parcel Service,1.29E+11,17.08,8.78,6708000000,1.05,6.49,4.29%,151.36,0,0.00%,4/5/2024,151.36,1.36,0.91%,64% Sell,50.20%,35.18%,5200935,133.68,197.8,-18.84,-3.73%,1.14%,-4.64%,-20.08%,Health Services,US91324P1021,5.747?M
URI,United Rentals,47480448000,17,40.82,2424000000,1.84,6.07,0.86%,706.87,0,0.00%,4/5/2024,706.87,13.04,1.88%,100% Buy,57.71%,23.63%,507860,325.15,732.37,95.82,23.27%,4.05%,30.57%,101.23%,Transportation,US9078181081,1.504?M
USB,U.S. Bancorp,67046464000,9.94,4.32,5429000000,1.05,1.94,4.51%,42.95,-0.08,-0.19%,4/5/2024,43.03,0.11,0.26%,88% Buy,51.79%,21.45%,7893790,27.27,45.85,26.98,-0.58%,-0.51%,-1.78%,22.56%,Transportation,US9113121068,3.374?M
V,Visa Inc,5.09E+11,30.48,8.99,17273000000,0.96,1.94,0.70%,276.98,-0.16,-0.06%,4/5/2024,277.14,3.14,1.15%,56% Buy,47.37%,13.85%,6074625,216.14,290.96,20.25,6.45%,-0.80%,6.72%,21.46%,Finance,US9113631090,275.893?K
VFC,V.F. Corp,5350108000,11.34,1.22,118580000,1.47,0.78,5.67%,13.76,0,0.00%,4/5/2024,13.76,-0.07,-0.51%,100% Sell,38.27%,43.35%,11883940,12.85,23.58,-40.75,-26.81%,-13.02%,-18.58%,-36.71%,Finance,US9029733048,4.581?M
VICI,Vici Properties Inc,30584776000,13.55,2.48,2513540000,0.9,1.635,5.58%,29.4,0.08,0.27%,4/5/2024,29.32,0.06,0.21%,88% Sell,48.07%,14.63%,6084310,26.63,34.05,-8.85,-8.03%,1.38%,-7.45%,-8.72%,Commercial Services,US92826C8394,4.392?M
VLO,Valero Energy Corp,60973876000,7.31,24.71,8835000000,1.54,4.13,2.25%,184.79,1.4,0.76%,4/5/2024,183.39,2.78,1.54%,100% Buy,81.38%,20.60%,3638330,104.18,184.79,58.24,41.07%,27.08%,42.16%,35.75%,Finance,US9256521090,5.48?M
VLTO,Veralto Corporation,21501562000,0,1.62,839000000,N/A,0.18,0.21%,87.09,0,0.00%,4/5/2024,87.09,0.4,0.46%,N/A,52.42%,14.56%,1744260,65.51,90.69,6.81,5.87%,-1.59%,13.25%,N/A,Energy Minerals,US91913Y1001,2.419?M
VMC,Vulcan Materials Company,35733280000,38.04,6.99,933200000,0.83,1.75,0.65%,270.15,0,0.00%,4/5/2024,270.15,4.26,1.60%,96% Buy,58.93%,16.30%,809260,162,276.58,58.82,19.00%,1.95%,21.90%,64.67%,Technology Services,US92338C1036,1.994?M
VRSK,Verisk Analytics Inc,32642730000,39.6,5.72,614600000,0.78,1.41,0.62%,227.65,0,0.00%,4/5/2024,227.65,1.13,0.50%,40% Sell,37.54%,13.04%,947935,186.96,251.98,10.68,-4.69%,-4.24%,-2.59%,18.90%,Non-Energy Minerals,US9291601097,454.066?K
VRSN,Verisign Inc,18951038000,25.83,7.24,817600000,0.88,N/A,0.00%,187.82,0,0.00%,4/5/2024,187.82,0.79,0.42%,100% Sell,41.13%,12.24%,576950,185.19,229.72,-15.06,-8.81%,-1.86%,-4.62%,-11.59%,Technology Services,US92345Y1064,579.887?K
VRTX,Vertex Pharmaceutic,1.05E+11,30.06,13.44,3619600000,0.35,N/A,0.00%,406.67,0,0.00%,4/5/2024,406.67,2.66,0.66%,40% Buy,43.52%,13.64%,938790,316.43,448.4,20.91,-0.05%,-2.11%,-2.36%,26.32%,Technology Services,US92343E1029,458.607?K
VTR,Ventas Inc,17410472000,14.22,-0.07,-40970000,1.26,1.8,4.18%,43.09,0,0.00%,4/5/2024,43.09,0.43,1.01%,88% Sell,46.27%,21.04%,2634145,39.33,50.99,-3.66,-13.54%,0.28%,-11.48%,2.67%,Health Technology,US92532F1003,695.728?K
VTRS,Viatris Inc,14156119000,4.03,2.92,54700000,1.13,0.48,4.07%,11.92,0.12,1.02%,4/5/2024,11.8,0.04,0.34%,40% Buy,46.76%,19.64%,8009765,8.74,13.62,21.93,8.96%,-3.91%,-1.50%,20.41%,Finance,US92276F1003,1.745?M
VZ,Verizon Communications Inc,1.77E+11,9.01,4.71,11614000000,0.41,2.635,6.26%,42.115,-0.005,-0.01%,4/5/2024,42.12,-0.33,-0.78%,100% Buy,60.98%,12.88%,18390676,30.14,43.42,15.29,11.72%,4.39%,4.78%,5.01%,Health Technology,US92556V1061,5.794?M
WAB,Wabtec Corp,26638500000,24.85,5.93,815000000,1.4,0.71,0.47%,150.5,0,0.00%,4/5/2024,150.5,3.16,2.14%,100% Buy,71.51%,15.40%,866520,91.89,151,58.04,18.60%,6.51%,19.93%,55.83%,Communications,US92343V1044,14.339?M
WAT,Waters Corp,19888652000,28.45,11.75,642230000,0.92,N/A,0.00%,335.94,0,0.00%,4/5/2024,335.94,1.68,0.50%,80% Buy,48.49%,20.46%,373510,231.9,363.8,16.89,2.04%,-2.18%,10.12%,11.00%,Producer Manufacturing,US9297401088,1.126?M
WBA,Walgreens Boots Alliance,16503699000,5.38,3.53,-3080000000,0.73,1.69,8.83%,19.16,0.03,0.16%,4/5/2024,19.13,0.15,0.79%,100% Sell,39.09%,45.81%,13860725,18.49,36.58,-45.25,-26.73%,-8.95%,-23.51%,-47.04%,Health Technology,US9418481035,304.419?K
WBD,Discovery Inc Series A,20298196000,0,-0.66,-3126000000,1.51,N/A,0.00%,8.33,0.01,0.12%,4/5/2024,8.32,-0.12,-1.42%,100% Sell,41.00%,35.14%,28485789,8.02,15.56,-43.51,-26.89%,2.21%,-25.71%,-43.75%,Retail Trade,US9314271084,10.007?M
WDC,Western Digital Cp,23823622000,0,-6.61,-1706000000,1.57,N/A,0.00%,73.05,-0.06,-0.08%,4/5/2024,73.11,2.57,3.64%,100% Buy,69.99%,38.47%,7079500,31.97,74.86,123.05,39.60%,15.15%,46.07%,108.53%,Consumer Services,US9344231041,35.237?M
WEC,Wisconsin Energy Corp,25323120000,17.5,4.63,1332900000,0.4,3.175,3.95%,80.25,-0.03,-0.04%,4/5/2024,80.28,-0.75,-0.93%,56% Sell,49.40%,15.63%,1841105,75.13,99.26,-15.12,-4.62%,0.69%,-6.91%,-18.36%,Electronic Technology,US9581021055,8.264?M
WELL,Welltower Inc,54234476000,24.91,0.64,340090000,1.08,2.44,2.66%,91.85,0.09,0.10%,4/5/2024,91.76,1.32,1.46%,80% Buy,50.81%,15.35%,2551550,70.49,94.63,21.96,1.76%,0.23%,3.66%,30.05%,Utilities,US92939U1060,1.583?M
WFC,Wells Fargo & Company,2.03E+11,10.98,5.16,19142000000,1.19,1.35,2.35%,57.37,-0.03,-0.05%,4/5/2024,57.4,0.72,1.27%,100% Buy,61.58%,12.68%,17199699,36.4,58.44,51.39,16.62%,1.41%,14.98%,55.60%,Finance,US95040Q1040,1.728?M
WM,Waste Management,83040384000,33.46,6.19,2304000000,0.72,2.85,1.38%,206.998,0.068,0.03%,4/5/2024,206.93,-0.16,-0.08%,80% Buy,53.76%,8.85%,1554585,149.71,214.54,31.05,15.54%,0.03%,16.40%,27.09%,Finance,US9497461015,11.081?M
WMB,Williams Companies,47798816000,20.48,1.91,3179000000,1.05,1.817,4.63%,39.32,0.09,0.23%,4/5/2024,39.23,0.12,0.31%,100% Buy,70.68%,10.22%,6814285,28.27,39.76,31.2,12.63%,6.92%,10.35%,31.03%,Industrial Services,US94106L1098,2.761?M
WMT,Walmart Inc,4.82E+11,26.88,2.21,15511000000,0.49,0.777,1.30%,59.81,-0.04,-0.07%,4/5/2024,59.85,0.35,0.59%,80% Buy,54.91%,10.22%,16419625,48.34,61.65,22.71,13.89%,-0.32%,14.57%,19.96%,Industrial Services,US9694571004,5.383?M
WRB,W.R. Berkley Corp,22386468000,17.53,4.94,1381360000,0.57,1.44,1.65%,87.68,0.42,0.48%,4/5/2024,87.26,0.65,0.75%,100% Buy,62.32%,10.79%,1166000,55.5,89.18,49.85,23.39%,3.82%,17.35%,39.28%,Retail Trade,US9311421039,10.336?M
WRK,Westrock Company,12542850000,18.29,2.67,-1649000000,1.1,1.155,2.36%,48.9,0,0.00%,4/5/2024,48.9,0.06,0.12%,100% Buy,65.24%,14.88%,2367225,26.85,49.67,69.17,17.77%,8.47%,16.68%,62.78%,Finance,US0844231029,1.164?M
WST,West Pharmaceutical Services,28844968000,47.79,8.08,593400000,1.04,0.78,0.20%,394.03,0,0.00%,4/5/2024,394.03,7.91,2.05%,88% Buy,56.83%,29.89%,446945,310.42,415.73,10.62,11.90%,11.96%,16.07%,13.63%,Process Industries,US96145D1054,1.214?M
WTW,Willis Towers Watson Public Ltd,27766202000,18.28,14.57,1055000000,0.73,3.4,1.25%,270.94,0,0.00%,4/5/2024,270.94,4.62,1.73%,72% Buy,51.93%,12.91%,498410,195.29,278.86,20.21,12.33%,-0.29%,13.43%,14.78%,Health Technology,US9553061055,242.33?K
WY,Weyerhaeuser Company,25237452000,33.96,1.02,839000000,1.43,0.91,2.63%,34.59,0,0.00%,4/5/2024,34.59,-0.05,-0.14%,88% Buy,50.54%,15.38%,3321365,28.12,36.27,12.9,-0.52%,0.44%,2.70%,16.94%,Finance,IE00BDB6Q211,439.668?K
WYNN,Wynn Resorts Ltd,12043902000,25.88,4.1,729990000,1.93,1,0.93%,107.45,-0.01,-0.01%,4/5/2024,107.46,1.34,1.26%,88% Buy,63.28%,21.78%,1613250,81.65,117.86,4.52,17.95%,7.71%,12.35%,-1.05%,Finance,US9621661043,2.663?M
XEL,XCEL Energy Inc,29717500000,16.1,3.34,1771000000,0.36,2.108,3.94%,53.53,0,0.00%,4/5/2024,53.53,-0.24,-0.45%,88% Sell,46.71%,21.07%,5937545,46.79,71.96,-23.77,-13.54%,10.03%,-16.01%,-24.73%,Consumer Services,US9831341071,1.442?M
XOM,Exxon Mobil Corp,4.82E+11,12.58,9.52,36010000000,0.96,3.72,3.07%,121.51,0.14,0.12%,4/5/2024,121.37,1.65,1.38%,88% Buy,79.66%,10.80%,17608109,95.77,122.15,12.77,21.39%,14.89%,18.26%,3.74%,Utilities,US98389B1008,4.484?M
XRAY,Dentsply Sirona Inc,6699899000,17.44,1.83,-132000000,0.98,0.58,1.80%,32.31,0,0.00%,4/5/2024,32.31,0.39,1.22%,88% Sell,44.08%,22.32%,4896120,26.27,43.24,-20.21,-9.22%,-2.89%,-8.68%,-17.64%,Energy Minerals,US30231G1022,21.721?M
XYL,Xylem Inc,31092520000,34.58,3.68,609000000,1.1,1.35,1.05%,128.65,0.38,0.30%,4/5/2024,128.27,1.02,0.80%,96% Buy,58.26%,12.09%,968975,87.59,130.86,29.63,12.16%,1.65%,14.37%,27.92%,Producer Manufacturing,US98419M1009,753.965?K
YUM,Yum! Brands,38289832000,26.36,5.17,1597000000,1.1,2.485,1.83%,136.1,0,0.00%,4/5/2024,136.1,-0.18,-0.13%,88% Buy,49.51%,15.04%,2090450,115.53,143.24,3.21,4.16%,-1.87%,6.05%,3.15%,Consumer Services,US9884981013,1.736?M
ZBH,Zimmer Biomet Holdings,26161348000,16.87,7.56,1024000000,1.01,0.96,0.75%,127.33,0,0.00%,4/5/2024,127.33,-0.23,-0.18%,64% Buy,51.38%,18.52%,1198955,102,149.25,-0.6,4.63%,2.04%,6.13%,-0.98%,Health Technology,US98956P1021,791.726?K
ZBRA,Zebra Technologies,14920015000,33.29,8.8,296000000,1.79,N/A,0.00%,291.86,1.48,0.51%,4/5/2024,290.38,-2.58,-0.88%,100% Buy,54.92%,23.93%,347190,194.59,320.55,4.97,6.24%,2.05%,14.92%,-3.26%,Electronic Technology,US9892071054,216.727?K
ZTS,Zoetis Inc Cl A,75857568000,31.11,5.32,2344000000,0.85,1.557,0.94%,168.2076,2.3476,1.42%,4/5/2024,165.86,0.34,0.21%,56% Sell,35.96%,18.53%,3805085,151.03,201.92,-9.03,-15.96%,-10.46%,-14.88%,-1.07%,Health Technology,US98978V1035,3.664?M
